,image_link,group_id,entity_value,Image,Image_Arrays,OCR_Text,entity_number,entity_name_item_volume,entity_name_item_weight,entity_name_voltage,entity_name_wattage,entity_unit_cubic,entity_unit_cup,entity_unit_gallon,entity_unit_gram,entity_unit_kilogram,entity_unit_milligram,entity_unit_millilitre,entity_unit_ounce,entity_unit_pound,entity_unit_volt,entity_unit_watt
0,https://m.media-amazon.com/images/I/61I9XdN6OFL.jpg,748919,500.0 gram,<PIL.Image.Image image mode=RGB size=1600x1600 at 0x11CA8753280>,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]","100% NATUR

",500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,https://m.media-amazon.com/images/I/71gSRbyXmoL.jpg,916768,1.0 cup,<PIL.Image.Image image mode=RGB size=1200x1200 at 0x11CA87F4A60>,"[[[155 190 209]
  [153 188 207]
  [153 188 207]
  ...
  [245 215 110]
  [244 212 103]
  [247 213 105]]

 [[153 188 207]
  [153 188 207]
  [154 189 208]
  ...
  [246 216 112]
  [246 214 105]
  [248 214 107]]

 [[153 188 206]
  [154 189 208]
  [152 187 206]
  ...
  [245 216 111]
  [247 215 106]
  [247 214 106]]

 ...

 [[ 60  59  55]
  [ 60  59  55]
  [ 61  60  56]
  ...
  [ 60  59  55]
  [ 62  61  57]
  [ 65  64  60]]

 [[ 60  59  55]
  [ 60  59  55]
  [ 60  59  55]
  ...
  [ 67  66  62]
  [ 63  62  58]
  [ 61  60  56]]

 [[ 60  59  55]
  [ 60  59  55]
  [ 60  59  55]
  ...
  [ 65  64  60]
  [ 61  60  56]
  [ 61  60  56]]]","GEPRAGTES

Designed in

LIZENZIERTE UND GESCHUTZTE DESIGNS
",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,https://m.media-amazon.com/images/I/61BZ4zrjZXL.jpg,459516,0.709 gram,<PIL.Image.Image image mode=RGB size=1081x1081 at 0x11CA87F5DB0>,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]","Serving Size: 1 Tablet (0.709 g) | Each serving contains (Approx. Values):

Ingredient Oty. / Serving

*PHOSPHOcomplex® Silybin (Sillybum marianum) 200 mg
Dandelion (Taraxacum officinale) leaf extract - 10:1 100 mg
Kutki (Picrorhiza kurroa)rhizome extract - 0.5% Bitters 50 mg
Kasani (Cichorium intybus) seed extract - 1% Bitters 25 mg
Punarnava (Boerhavia diffusa) root extract - 0.07% alkaloids 25 mg
Bhui amla (Phyllanthus amarus) WP extract - 0.5% Bitters 25 mg
Amla (Phyllanthus emblica) fruit extract - 10% Tannins 25 mg
Licorice (Glycyrrhiza glabra) root extract - 5% Glycyrrhizin 25 mg
Vitamin E 10 mg
Piper nigrum fruit extract — 95% Piperine 5mg

Nutrients Qty. / Serving

Energy 3.04 kcal
Carbohydrate 051g
(Sugars) 02g
Protein 0.049
Fat 0.09 g

""ZRDA values established as per ICMR 2010 for sedentary lifestyle-Men.
**Z RDA not established by ICMR

",0.709,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,https://m.media-amazon.com/images/I/612mrlqiI4L.jpg,459516,0.709 gram,<PIL.Image.Image image mode=RGB size=1081x1081 at 0x11CA87F5E70>,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",,0.709,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,https://m.media-amazon.com/images/I/617Tl40LOXL.jpg,731432,1400 milligram,<PIL.Image.Image image mode=RGB size=1500x1500 at 0x11C94A6BEE0>,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]","HIGH STRENGTH

PSYLLIUM

HUSK

",1400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,https://m.media-amazon.com/images/I/61QsBSE7jgL.jpg,731432,1400 milligram,<PIL.Image.Image image mode=RGB size=1500x1500 at 0x11CA87F5EA0>,"[[[ 74  64  65]
  [ 70  59  61]
  [ 70  59  60]
  ...
  [224 228 223]
  [227 225 224]
  [231 226 225]]

 [[ 53  48  48]
  [ 48  44  43]
  [ 48  45  44]
  ...
  [174 195 170]
  [226 233 232]
  [231 235 233]]

 [[ 56  49  49]
  [ 50  43  44]
  [ 51  45  45]
  ...
  [ 84 119  60]
  [127 150 117]
  [147 172 141]]

 ...

 [[ 54  50  49]
  [ 49  45  44]
  [ 50  46  45]
  ...
  [244 244 244]
  [245 245 245]
  [245 245 245]]

 [[ 58  48  49]
  [ 49  44  44]
  [ 48  46  44]
  ...
  [246 246 246]
  [247 247 247]
  [247 247 247]]

 [[ 57  48  49]
  [ 48  43  43]
  [ 48  46  44]
  ...
  [247 247 247]
  [248 248 248]
  [248 248 248]]]","¢ Naturally-Sourced Psyllium

—_

* High strength 1400mg
per serving
Ta a aes ein Laie ss

PLANTAGO
Co
PLANT SEEDs a

aoe 365 Vecaul)

|
a

* Suitable for Vegans & Vegetarians

 ,

Horbaach
",1400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,https://m.media-amazon.com/images/I/81xsq6vf2qL.jpg,731432,1400 milligram,<PIL.Image.Image image mode=RGB size=2560x2560 at 0x11CA87F5E10>,"[[[228 228 228]
  [228 228 228]
  [228 228 228]
  ...
  [155 181 157]
  [155 182 158]
  [162 184 161]]

 [[228 228 228]
  [228 228 228]
  [228 228 228]
  ...
  [145 174 146]
  [144 175 147]
  [152 179 152]]

 [[228 228 228]
  [228 228 228]
  [228 228 228]
  ...
  [140 171 140]
  [140 172 141]
  [149 176 146]]

 ...

 [[223 220 211]
  [223 220 211]
  [223 220 211]
  ...
  [229 229 227]
  [229 229 227]
  [230 230 228]]

 [[222 219 211]
  [223 220 211]
  [222 220 210]
  ...
  [229 229 227]
  [229 229 227]
  [229 229 227]]

 [[226 223 216]
  [226 223 216]
  [226 223 215]
  ...
  [231 231 229]
  [231 231 229]
  [232 232 230]]]","Directions: For adults, take two (2) vegan capsules
daily, preferably with a meal. Do not exceed stated dose.

Nutrition Information

Typically Per Daily Dose

HIGH ST 0 NSTI it Erte
Psyllium Husk Powder 1400mg

_PSYLLIUM
HUSK

PLANTAGO OVATA
PLANT SEEDS

Ingredients: Psyllium Husk Powder, Capsule Shell (Hy-
droxypropylmethylcellulose), Anti-Caking Agents (Mag-
nesium Salts of Fatty Acids, Silicon Dioxide).

May contain Sesame Seeds & Mustard. For allergens,
see the ingredients in bold.

Notice: Take this product with 220ml of fluids. Taking
this product without adequate fluid may cause the pos-
sibility of choking. Do not use this product if you have
difficulty swallowing. If you experience chest pain, vom-
iting or difficulty in swallowing or breathing after taking
this product, seek immediate medical attention. Do not
take before sleeping. Fibre products can affect the ab-
sorption of many medications. Do not take this product
within 1.5 hours of taking medication.

Free From: Artificial Colour, Artificial Flavour, Artificial
Sweetener, Preservatives.

SUITABLE FOR VEGETARIANS & VEGANS

HU16790 C

3 6 a

Horbaach
",1400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,https://m.media-amazon.com/images/I/71DiLRHeZdL.jpg,731432,1400 milligram,<PIL.Image.Image image mode=RGB size=1500x1500 at 0x11CA8753010>,"[[[243 243 243]
  [241 241 241]
  [242 242 242]
  ...
  [ 67  63  62]
  [ 67  63  62]
  [ 66  62  61]]

 [[243 243 243]
  [243 243 243]
  [244 244 244]
  ...
  [ 47  43  42]
  [ 47  43  42]
  [ 47  43  42]]

 [[243 243 243]
  [243 243 243]
  [243 243 243]
  ...
  [ 49  45  44]
  [ 49  45  44]
  [ 48  44  43]]

 ...

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [ 49  45  44]
  [ 50  46  45]
  [ 50  46  45]]

 [[247 247 247]
  [247 247 247]
  [247 247 247]
  ...
  [ 49  45  44]
  [ 50  46  45]
  [ 50  46  45]]

 [[246 246 246]
  [247 247 247]
  [247 247 247]
  ...
  [ 49  45  44]
  [ 50  46  45]
  [ 50  46  45]]]","©)

VEGAN

WO

WHEAT
FREE

SOY

psy
a: & (a)

‘ DAIRY
| 365° ECs y ple
é
FREE FROM

PRESERVATIVES

Horbaach
",1400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,https://m.media-amazon.com/images/I/91Cma3RzseL.jpg,731432,1400 milligram,<PIL.Image.Image image mode=RGB size=2560x2560 at 0x11CA87F5E40>,"[[[249 249 249]
  [250 250 250]
  [250 250 250]
  ...
  [243 243 243]
  [245 245 245]
  [246 246 246]]

 [[249 249 249]
  [250 250 250]
  [250 250 250]
  ...
  [237 237 237]
  [240 240 240]
  [243 243 243]]

 [[248 248 248]
  [250 250 250]
  [250 250 250]
  ...
  [231 231 231]
  [227 227 227]
  [232 232 232]]

 ...

 [[231 221 198]
  [240 230 209]
  [234 226 206]
  ...
  [237 229 212]
  [235 224 203]
  [228 218 197]]

 [[236 228 207]
  [246 239 222]
  [239 233 213]
  ...
  [238 229 208]
  [237 227 205]
  [237 228 206]]

 [[243 236 220]
  [243 236 216]
  [234 226 204]
  ...
  [237 226 206]
  [235 225 205]
  [240 230 211]]]","Horbaach

100%

HIGHEST
QUALITY

HIGH STRENGTH

pSYLLIUM
HUSK

PLANTAGO OVATA
PLANT SEEDS

Pe

Horbaach
",1400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,https://m.media-amazon.com/images/I/71jBLhmTNlL.jpg,731432,1400 milligram,<PIL.Image.Image image mode=RGB size=1500x1500 at 0x11CA8753760>,"[[[250 250 250]
  [251 251 251]
  [250 250 250]
  ...
  [211 211 211]
  [210 210 210]
  [206 206 206]]

 [[250 250 250]
  [251 251 251]
  [250 250 250]
  ...
  [211 211 211]
  [209 209 209]
  [205 205 205]]

 [[250 250 250]
  [249 249 249]
  [248 248 248]
  ...
  [211 211 211]
  [208 208 208]
  [205 205 205]]

 ...

 [[218 218 218]
  [216 216 216]
  [221 221 221]
  ...
  [211 211 211]
  [213 213 213]
  [213 213 213]]

 [[218 218 218]
  [215 215 215]
  [214 214 214]
  ...
  [206 206 206]
  [208 208 208]
  [208 208 208]]

 [[222 222 222]
  [214 214 214]
  [218 218 218]
  ...
  [210 210 210]
  [206 206 206]
  [205 205 205]]]","NEW LOOK.
SAME Nea LES QUALITY.

Mame PSYLLIUM

PLANT SEEDS

ih Y/
\ 4
FOOD
SUPPLEMENT oO) CAPSULES a
365 VEGAN
~— IO) cars LES

~ Horbaach
",1400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,https://m.media-amazon.com/images/I/81N73b5khVL.jpg,149159,30.0 kilogram,<PIL.Image.Image image mode=RGB size=1600x1600 at 0x11CA87F5ED0>,"[[[168 160 170]
  [171 160 162]
  [173 161 155]
  ...
  [180 179 193]
  [185 184 198]
  [182 181 195]]

 [[172 165 171]
  [175 165 164]
  [180 167 157]
  ...
  [179 178 192]
  [184 182 196]
  [183 182 196]]

 [[174 167 168]
  [178 168 162]
  [184 170 155]
  ...
  [179 179 194]
  [179 180 194]
  [180 181 196]]

 ...

 [[216 200 153]
  [224 208 165]
  [217 202 161]
  ...
  [212 187 139]
  [213 190 141]
  [225 207 158]]

 [[225 207 164]
  [221 202 158]
  [225 207 164]
  ...
  [217 194 148]
  [204 182 133]
  [224 204 154]]

 [[212 190 144]
  [220 199 153]
  [218 194 146]
  ...
  [234 217 173]
  [208 187 141]
  [215 189 145]]]","GroBe Kapazitat, Tiragfahigkeit bis zu 30KG

4m Das Material ist ca. 5mm dick und die Fugen sind verstarkt, so dass
W es sehr stark ist.

Tragfahigkeit bis zu 30KG, kann eine Vielzahl von Gegenstanden ;

— %
oJ vi i . Ss ae
. . of
\ . ..
be x

©
| 39] aufnehmen.

_—

<o

",30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11,https://m.media-amazon.com/images/I/61oMj2iXOuL.jpg,308856,10 kilogram to 15 kilogram,<PIL.Image.Image image mode=RGB size=1000x1000 at 0x11CA8753790>,"[[[188 104  57]
  [188 104  57]
  [188 104  57]
  ...
  [188 104  57]
  [188 104  57]
  [188 104  57]]

 [[188 104  57]
  [188 104  57]
  [188 104  57]
  ...
  [188 104  57]
  [188 104  57]
  [188 104  57]]

 [[188 104  57]
  [188 104  57]
  [188 104  57]
  ...
  [188 104  57]
  [188 104  57]
  [188 104  57]]

 ...

 [[188 104  57]
  [188 104  57]
  [188 104  57]
  ...
  [190 103  58]
  [189 104  57]
  [188 104  57]]

 [[188 104  57]
  [188 104  57]
  [188 104  57]
  ...
  [188 104  57]
  [188 104  57]
  [188 104  57]]

 [[188 104  57]
  [188 104  57]
  [188 104  57]
  ...
  [188 104  57]
  [188 104  57]
  [188 104  57]]]",")

WILDFANG

35cm

14cm 15cm 16cm

<10 kg 10-5kg 15-25kg 2545kg >45kg

",10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,https://m.media-amazon.com/images/I/91LPf6OjV9L.jpg,281678,3.53 ounce,<PIL.Image.Image image mode=RGB size=2560x2560 at 0x11CA8752EF0>,"[[[254 254 254]
  [255 255 255]
  [254 254 254]
  ...
  [248 248 248]
  [248 248 248]
  [248 248 248]]

 [[254 254 254]
  [255 255 255]
  [253 253 253]
  ...
  [248 248 248]
  [248 248 248]
  [247 247 247]]

 [[254 254 254]
  [254 254 254]
  [253 253 253]
  ...
  [247 247 247]
  [246 246 246]
  [245 245 245]]

 ...

 [[154 154 156]
  [158 158 160]
  [162 162 164]
  ...
  [ 48  48  46]
  [ 89  89  88]
  [128 128 128]]

 [[144 145 146]
  [153 153 155]
  [158 158 161]
  ...
  [ 53  55  53]
  [116 116 116]
  [134 134 134]]

 [[142 144 143]
  [149 150 151]
  [154 155 157]
  ...
  [ 80  82  81]
  [131 132 132]
  [139 139 139]]]","‘
f 5
&i Helps in * )
“osteoarthritis Helps in
mee digestion
“Reduces.
inflammation
me
(Ml

Anti-bacterial
properties ,

Helps in

",3.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13,https://m.media-amazon.com/images/I/81fOxWWWKYL.jpg,281678,3.53 ounce,<PIL.Image.Image image mode=RGB size=2560x2560 at 0x11CA8752E90>,"[[[255 255 255]
  [253 252 252]
  [248 246 247]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [253 252 253]
  [249 247 247]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [254 254 254]
  [249 247 248]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[150 209  55]
  [152 211  57]
  [154 214  58]
  ...
  [ 35  64   0]
  [ 35  64   0]
  [ 35  64   0]]

 [[152 211  57]
  [153 212  58]
  [153 214  58]
  ...
  [ 35  64   0]
  [ 35  64   0]
  [ 35  64   0]]

 [[150 209  55]
  [150 210  55]
  [151 212  56]
  ...
  [ 35  64   0]
  [ 35  64   0]
  [ 35  64   0]]]","PROMOTES —™

DIGESTIVE HEALTH
HIGH IN ANTIOXIDANTS
+ COMBATS DISEASES

",3.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14,https://m.media-amazon.com/images/I/81dzao1Ob4L.jpg,281678,53 ounce,<PIL.Image.Image image mode=RGB size=2560x2560 at 0x11CA8753700>,"[[[189 189 189]
  [189 189 189]
  [189 189 189]
  ...
  [189 189 189]
  [189 189 189]
  [189 189 189]]

 [[189 189 189]
  [189 189 189]
  [189 189 189]
  ...
  [189 189 189]
  [189 189 189]
  [189 189 189]]

 [[189 189 189]
  [189 189 189]
  [189 189 189]
  ...
  [189 189 189]
  [189 189 189]
  [189 189 189]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]","==

Tle srs wih he fod yo eh,

ne bodys 9 one ond puting in zw ond nol
{eos th ky tole on eficedy. We ot
‘Sotch Organs balers ha he st sep ober

PACKAGING CHANGED

Moca ha Le cacork of frman end S24 PESUE in cota co keeps homenal blocs.

Former groups oll of whom pros genic HOW TO USE

ferigend vow rotrel psc tee redkce. San medina heb, spin con bn made no hol

Fork, ging you food ot it wos moon
sieved completly nota

WWW.SORICHORGANICS.COM

Nutritional Facts
JSSAL (wos Rotis sth

eisai = Calories 80kcal
ea eb cenpem tdet Toll Corbshydrote 159
ae Totol Sugor_ 09
bho erercacemr nts Diet Fre 8a
peyote Total fot 29
Cun Poca ay ot ondex oe ‘Sood fo 09
tu end eds Do ali protic eas ons
Eco Protein $e
Storge lrarcion: Sie naa & ry
oie Keer the roi! scl 1 presew® aes eronE 12 MONTHS FROM THE DATE OF PACKAGING,

Cetee win 2 meta copie pdt
Suomen NET WT? 100g (2.300
i Neda Pork Sha Nogar + £300/-
New Bah 1600) nd Lea EON
rigin : Indio. ‘eSlasandla bore
porta TL
pebreeteeren :
BATCH NO.
teStecre, a md
Biesyanconass Seely faery Peers
lewbileine ier sepa,  aniantiear eso

Ne, eo. condo be god fed so pce in voce
aries sing pups
Ingredients: Seam Ho Teo.

SPEARMINT
GREEN TEA

© noi smonowas

(ur body is temple ond puting in raw ond
natural foods isthe key to make it run efficiently
We ot Sorich Organics believe that the first step to
«beter life sors with the food you eat.
We work with o stable network of formers ond
former groups, all of whom procice orgonic
ing and grow naturel, pestcde-free produce.
Yo you the bounty straight from Moher
Eorih, giving you food os it wos meant to be
enjoyed-completely natural

WWW. SORICHORGANICS.COM.

IDCRAFTED
FORFRESHNESS FARMERS QUALITY
Nosecrt All Wewerkdeesy —_Alproduc ore
imo, wihetoman ala Sch
os. yates

ution : Rocked in foci thot hoods alher nus ond
seeds. Do not buy the produc! fs lampered or domoged.
‘Storage Instructions : Store in 0 cool: |
tepokdilalupeaetomes no”
MANUFACTURED AND MARKETED BY:
Sorich Organics Pvt. Lid,

Plot No-63, Block 8, Sector-63, Noido, Goutom
Buddha Nogar, Utor Pradesh - 201301

For customer feedback :
conf ws 491-7303330675
‘email: core@sorichorgonics.
locabok com /srchorgeis/
‘Ginstogram.com/sorich.organics/

ORGANIC SPEARMINT HERBAL TEA.
‘Spearmint is that miraculous herb which take

‘care of you inside and out. High potassium level

ofthe herb keeps blood pressure in conta. I oso keeps
hormonal balance.

DIRECTION OF USE

‘Semi medicinal herb, spearmint can be made inlo herbal.
fea, It can also be ground, if used as a spice in vegelable
caues or for sprinkling purposes.

Ingredients : Organic Spearmint Pure Herb,
Country of Origin : India

RUT O Is a& a
Calories 80kcal Tope | SS
Total Carbohydrate (ANU
Total Sugar
Dietry Fibre ‘3
gece! ION
5

Sodium
Protein ———

Consume within 2 months after opening he pocket.
NET WEIGHT : 100 g (3.53 oz)
MRP Re: <

BATCH NO. :

PKD. :

USE BY :

ONETANIE je |

SPEARMINT
GREEN TEA

NET WEIGHT : 100 g (3.53 07)

IN

Note: Packaging may vary for a brief period of time.
",53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,https://m.media-amazon.com/images/I/91-iahVGEDL.jpg,281678,100 gram,<PIL.Image.Image image mode=RGB size=2560x2560 at 0x11CA8753250>,"[[[196 227 160]
  [196 227 160]
  [196 227 160]
  ...
  [200 231 164]
  [197 230 161]
  [209 233 178]]

 [[196 227 160]
  [197 228 161]
  [197 228 161]
  ...
  [197 230 160]
  [211 234 181]
  [248 251 241]]

 [[197 228 161]
  [197 228 161]
  [198 229 162]
  ...
  [210 234 180]
  [249 252 244]
  [255 255 255]]

 ...

 [[195 228 159]
  [192 227 155]
  [204 231 175]
  ...
  [250 251 246]
  [251 252 246]
  [250 251 245]]

 [[194 227 157]
  [208 232 178]
  [245 249 240]
  ...
  [251 252 247]
  [251 252 246]
  [250 251 246]]

 [[207 232 175]
  [246 250 239]
  [254 255 253]
  ...
  [252 254 249]
  [252 253 248]
  [251 251 246]]]","x Loose packaging
NG's impurities added

Oiheg 4 Does not prewedcaly: *
brands . ) ,

x

Added preservatives

ca ; Ww
Vp Air-tight packaging vA A A sg
aX Impurities free WY ad
i orcanic >
Brews posily Y * Lora A

| GREEN TEA
",100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,https://m.media-amazon.com/images/I/81S2+GnYpTL.jpg,731432,200 gram,<PIL.Image.Image image mode=RGB size=1201x2560 at 0x11CA883DC00>,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]","v

vv.

ORO TV IT Now

Instant Energy

",200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,https://m.media-amazon.com/images/I/81e2YtCOKvL.jpg,731432,1 kilogram,<PIL.Image.Image image mode=RGB size=1211x2560 at 0x11CA883E080>,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]","b, A 4

VVVVVYV

>
>
>
>
>
>
ld
ld

LEE SEE
Instant Energy

vv
b ah 2

",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,https://m.media-amazon.com/images/I/81RNsNEM1EL.jpg,731432,200 gram,<PIL.Image.Image image mode=RGB size=1017x2560 at 0x11CA883DDE0>,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",,200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
